data,category_type
https://www.trustpilot.com/categories/kimono_store,Online Stores
https://www.trustpilot.com/categories/smart_shop,Online Stores
https://www.trustpilot.com/categories/generator_shop,Online Stores
https://www.trustpilot.com/categories/wedding_souvenir_shop,Online Stores
https://www.trustpilot.com/categories/fabric_store,Online Stores
https://www.trustpilot.com/categories/frozen_food_store,Online Stores
https://www.trustpilot.com/categories/hawaiian_goods_store,Online Stores
https://www.trustpilot.com/categories/banner_store,Online Stores
https://www.trustpilot.com/categories/movie_rental_store,Online Stores
https://www.trustpilot.com/categories/auto_glass_shop,Online Stores
https://www.trustpilot.com/categories/glass_shop,Online Stores
https://www.trustpilot.com/categories/window_treatment_store,Online Stores
https://www.trustpilot.com/categories/tack_shop,Online Stores
https://www.trustpilot.com/categories/wood_stove_shop,Online Stores
https://www.trustpilot.com/categories/swimming_pool_supply_store,Online Stores
https://www.trustpilot.com/categories/bed_shop,Online Stores
https://www.trustpilot.com/categories/shelving_store,Online Stores
https://www.trustpilot.com/categories/blinds_shop,Online Stores
https://www.trustpilot.com/categories/glass_and_mirror_shop,Online Stores
https://www.trustpilot.com/categories/hotel_supply_store,Online Stores
https://www.trustpilot.com/categories/futon_store,Online Stores
https://www.trustpilot.com/categories/refrigerator_store,Online Stores
https://www.trustpilot.com/categories/mirror_shop,Online Stores
https://www.trustpilot.com/categories/upholstery_shop,Online Stores
https://www.trustpilot.com/categories/wine_store,Online Stores
https://www.trustpilot.com/categories/cabinet_store,Online Stores
https://www.trustpilot.com/categories/oriental_rug_store,Online Stores
https://www.trustpilot.com/categories/waterbed_store,Online Stores
https://www.trustpilot.com/categories/billiards_supply_store,Online Stores
https://www.trustpilot.com/categories/screen_store,Online Stores
https://www.trustpilot.com/categories/racing_car_parts_store,Online Stores
https://www.trustpilot.com/categories/electrical_repair_shop,Online Stores
https://www.trustpilot.com/categories/washer_and_dryer_store,Online Stores
https://www.trustpilot.com/categories/electronics_repair_shop,Online Stores
https://www.trustpilot.com/categories/used_game_store,Online Stores
https://www.trustpilot.com/categories/binocular_store,Online Stores
https://www.trustpilot.com/categories/sign_shop,Online Stores
https://www.trustpilot.com/categories/retail_space_rental_agency,Online Stores
https://www.trustpilot.com/categories/camera_repair_shop,Online Stores
https://www.trustpilot.com/categories/vacuum_cleaner_store,Online Stores
https://www.trustpilot.com/categories/acrylic_store,Online Stores
https://www.trustpilot.com/categories/boat_repair_shop,Online Stores
https://www.trustpilot.com/categories/beach_entertainment_shop,Online Stores
https://www.trustpilot.com/categories/marine_supply_store,Online Stores
https://www.trustpilot.com/categories/soft_drinks_shop,Online Stores
https://www.trustpilot.com/categories/asian_grocery_store,Online Stores
https://www.trustpilot.com/categories/chinese_medicine_store,Online Stores
https://www.trustpilot.com/categories/butcher_shop,Online Stores
https://www.trustpilot.com/categories/gourmet_grocery_store,Online Stores
https://www.trustpilot.com/categories/baking_supply_store,Online Stores
https://www.trustpilot.com/categories/wholesale_food_store,Online Stores
https://www.trustpilot.com/categories/chocolate_shop,Online Stores
https://www.trustpilot.com/categories/gift_wrap_store,Online Stores
https://www.trustpilot.com/categories/notions_store,Online Stores
https://www.trustpilot.com/categories/atv_repair_shop,Online Stores
https://www.trustpilot.com/categories/used_book_store,Online Stores
https://www.trustpilot.com/categories/rare_book_store,Online Stores
https://www.trustpilot.com/categories/alcohol_store,Online Stores
https://www.trustpilot.com/categories/alcohol_retail_monopoly,Online Stores
https://www.trustpilot.com/categories/miniatures_store,Online Stores
https://www.trustpilot.com/categories/popcorn_store,Online Stores
https://www.trustpilot.com/categories/hookah_store,Online Stores
https://www.trustpilot.com/categories/sports_card_store,Online Stores
https://www.trustpilot.com/categories/auto_body_shop,Online Stores
https://www.trustpilot.com/categories/paintball_store,Online Stores
https://www.trustpilot.com/categories/airsoft_gun_shop,Online Stores
https://www.trustpilot.com/categories/hot_tub_store,Online Stores
https://www.trustpilot.com/categories/skate_shop,Online Stores
https://www.trustpilot.com/categories/airbrushing_supply_store,Online Stores
https://www.trustpilot.com/categories/trading_card_store,Online Stores
https://www.trustpilot.com/categories/telescope_store,Online Stores
https://www.trustpilot.com/categories/magic_store,Online Stores
https://www.trustpilot.com/categories/jewelry_equipment_supplier,Online Stores
https://www.trustpilot.com/categories/body_piercing_shop,Online Stores
https://www.trustpilot.com/categories/tattoo_and_piercing_shop,Online Stores
https://www.trustpilot.com/categories/barber_shop,Online Stores
https://www.trustpilot.com/categories/poultry_store,Online Stores
https://www.trustpilot.com/categories/feed_store,Online Stores
https://www.trustpilot.com/categories/natural_foods_store,Online Stores
https://www.trustpilot.com/categories/aquarium_shop,Online Stores
https://www.trustpilot.com/categories/pond_supply_store,Online Stores
